Date,Day_of_Week,Day_Type,Month,Hour,Time_Slot,Time_Period,Location,Event_Note,Two_Wheelers,Cars_and_SUVs,Auto_Rickshaws,Buses_MTC_Private,Trucks_and_LCVs,Total_Vehicles,PCU_Value,Avg_Speed_kmph,Signal_Delay_sec,Congestion_Level
2024-04-15,Monday,Weekday,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,178,142,30,22,27,399,396.0,25.4,60.6,Light
2024-04-15,Monday,Weekday,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,554,453,111,108,63,1289,1309.6,16.4,156.2,Severe
2024-04-15,Monday,Weekday,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,721,573,122,128,27,1571,1471.7,18.9,154.9,Severe
2024-04-15,Monday,Weekday,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,464,434,104,65,18,1085,977.4,13.2,124.7,Severe
2024-04-15,Monday,Weekday,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,355,274,50,71,70,820,904.5,22.2,80.6,Heavy
2024-04-15,Monday,Weekday,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,257,231,59,35,16,598,547.9,25.1,67.4,Moderate
2024-04-15,Monday,Weekday,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,323,264,60,55,7,709,647.5,21.8,66.8,Moderate
2024-04-15,Monday,Weekday,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,294,242,56,35,77,704,758.6,20.3,89.0,Heavy
2024-04-15,Monday,Weekday,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,381,306,68,66,46,867,873.3,19.8,68.5,Severe
2024-04-15,Monday,Weekday,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,277,208,48,44,37,614,618.3,23.6,65.1,Moderate
2024-04-15,Monday,Weekday,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,846,669,132,112,159,1918,1984.2,13.0,172.8,Severe
2024-04-15,Monday,Weekday,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,666,570,102,85,79,1502,1456.2,11.2,142.9,Severe
2024-04-15,Monday,Weekday,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,457,374,113,75,122,1141,1261.3,14.2,165.8,Severe
2024-04-15,Monday,Weekday,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,781,639,112,138,65,1735,1705.7,10.2,151.9,Severe
2024-04-15,Monday,Weekday,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,226,193,44,36,48,547,584.4,24.2,58.4,Light
2024-04-15,Monday,Weekday,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,107,98,19,15,15,254,252.9,26.5,12.1,Free Flow
2024-04-15,Monday,Weekday,April,23,23:00-24:00,Night,Porur Junction,Regular Day,61,50,9,10,20,150,175.9,36.2,30.3,Free Flow
2024-04-16,Tuesday,Weekday,April,0,00:00-01:00,Night,Porur Junction,Regular Day,49,41,7,6,3,106,96.7,31.4,23.4,Free Flow
2024-04-16,Tuesday,Weekday,April,1,01:00-02:00,Night,Porur Junction,Regular Day,58,48,12,8,13,139,147.2,34.3,10.6,Free Flow
2024-04-16,Tuesday,Weekday,April,2,02:00-03:00,Night,Porur Junction,Regular Day,11,11,1,2,1,26,26.1,34.2,32.3,Free Flow
2024-04-16,Tuesday,Weekday,April,3,03:00-04:00,Night,Porur Junction,Regular Day,12,10,2,1,4,29,32.2,29.0,31.8,Free Flow
2024-04-16,Tuesday,Weekday,April,4,04:00-05:00,Night,Porur Junction,Regular Day,14,14,3,2,1,34,31.8,32.8,33.8,Free Flow
2024-04-16,Tuesday,Weekday,April,5,05:00-06:00,Night,Porur Junction,Regular Day,13,9,2,2,1,27,25.7,31.4,25.8,Free Flow
2024-04-16,Tuesday,Weekday,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,163,129,22,23,30,367,382.7,29.5,13.3,Free Flow
2024-04-16,Tuesday,Weekday,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,248,225,42,45,16,576,557.2,18.8,73.8,Moderate
2024-04-16,Tuesday,Weekday,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,671,559,125,135,87,1577,1635.5,18.5,106.6,Severe
2024-04-16,Tuesday,Weekday,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,635,525,124,80,159,1523,1633.9,17.7,147.4,Severe
2024-04-16,Tuesday,Weekday,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,627,516,102,126,188,1559,1832.7,12.8,145.0,Severe
2024-04-16,Tuesday,Weekday,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,348,306,67,61,26,808,781.2,22.0,95.8,Heavy
2024-04-16,Tuesday,Weekday,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,380,287,59,66,82,874,956.4,18.0,88.8,Severe
2024-04-16,Tuesday,Weekday,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,353,324,80,49,21,827,758.5,18.3,80.2,Severe
2024-04-16,Tuesday,Weekday,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,419,382,61,80,13,955,907.1,19.1,99.7,Severe
2024-04-16,Tuesday,Weekday,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,292,255,54,39,8,648,574.4,20.6,67.2,Moderate
2024-04-16,Tuesday,Weekday,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,260,225,45,47,21,598,586.0,18.9,75.9,Light
2024-04-16,Tuesday,Weekday,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,710,565,112,101,198,1686,1884.2,16.7,181.6,Severe
2024-04-16,Tuesday,Weekday,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,718,627,131,125,21,1622,1502.6,15.4,187.4,Severe
2024-04-16,Tuesday,Weekday,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,678,547,136,108,34,1503,1393.6,11.0,155.8,Severe
2024-04-16,Tuesday,Weekday,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,510,426,71,84,68,1159,1179.6,11.3,139.9,Severe
2024-04-16,Tuesday,Weekday,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,255,216,56,41,6,574,518.1,24.2,74.2,Light
2024-04-16,Tuesday,Weekday,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,117,93,25,13,22,270,271.5,26.1,35.0,Free Flow
2024-04-16,Tuesday,Weekday,April,23,23:00-24:00,Night,Porur Junction,Regular Day,10,8,1,1,1,21,19.6,36.2,10.0,Free Flow
2024-04-17,Wednesday,Weekday,April,0,00:00-01:00,Night,Porur Junction,Regular Day,54,46,10,9,4,123,118.0,33.1,14.8,Free Flow
2024-04-17,Wednesday,Weekday,April,1,01:00-02:00,Night,Porur Junction,Regular Day,56,47,11,8,2,124,111.6,37.6,18.0,Free Flow
2024-04-17,Wednesday,Weekday,April,2,02:00-03:00,Night,Porur Junction,Regular Day,78,68,12,15,1,174,162.2,33.8,33.3,Free Flow
2024-04-17,Wednesday,Weekday,April,3,03:00-04:00,Night,Porur Junction,Regular Day,38,35,5,6,10,94,105.0,31.5,12.9,Free Flow
2024-04-17,Wednesday,Weekday,April,4,04:00-05:00,Night,Porur Junction,Regular Day,13,10,2,1,3,29,29.7,31.5,33.6,Free Flow
2024-04-17,Wednesday,Weekday,April,5,05:00-06:00,Night,Porur Junction,Regular Day,51,40,7,10,11,119,132.7,26.6,32.3,Free Flow
2024-04-17,Wednesday,Weekday,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,133,116,22,24,34,329,369.7,33.5,24.6,Light
2024-04-17,Wednesday,Weekday,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,191,151,35,24,61,462,522.5,21.2,67.3,Light
2024-04-17,Wednesday,Weekday,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,474,442,74,96,74,1160,1233.4,18.2,139.1,Severe
2024-04-17,Wednesday,Weekday,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,775,639,143,145,44,1746,1679.3,12.8,118.9,Severe
2024-04-17,Wednesday,Weekday,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,656,494,108,100,115,1473,1531.8,15.5,124.3,Severe
2024-04-17,Wednesday,Weekday,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,298,217,55,46,36,652,645.0,23.9,65.8,Moderate
2024-04-17,Wednesday,Weekday,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,289,249,54,61,57,710,779.9,20.3,84.1,Moderate
2024-04-17,Wednesday,Weekday,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,312,288,56,63,47,766,807.6,24.7,84.0,Heavy
2024-04-17,Wednesday,Weekday,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,331,300,51,60,50,792,826.1,19.9,94.4,Severe
2024-04-17,Wednesday,Weekday,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,368,298,57,60,42,825,822.2,21.0,66.7,Severe
2024-04-17,Wednesday,Weekday,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,420,337,87,77,9,930,857.2,22.8,66.1,Severe
2024-04-17,Wednesday,Weekday,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,591,540,108,100,63,1402,1389.3,12.7,126.2,Severe
2024-04-17,Wednesday,Weekday,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,823,580,178,134,76,1791,1728.3,10.3,188.5,Severe
2024-04-17,Wednesday,Weekday,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,701,582,160,123,130,1696,1787.5,12.5,137.4,Severe
2024-04-17,Wednesday,Weekday,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,693,625,160,139,74,1691,1706.5,10.6,179.5,Severe
2024-04-17,Wednesday,Weekday,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,235,186,54,39,46,560,590.9,21.7,81.9,Light
2024-04-17,Wednesday,Weekday,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,105,83,20,19,9,236,231.5,31.3,11.4,Free Flow
2024-04-17,Wednesday,Weekday,April,23,23:00-24:00,Night,Porur Junction,Regular Day,37,29,7,7,2,82,78.7,28.6,17.8,Free Flow
2024-04-18,Thursday,Weekday,April,0,00:00-01:00,Night,Porur Junction,Regular Day,58,47,11,8,17,141,157.6,35.9,21.8,Free Flow
2024-04-18,Thursday,Weekday,April,1,01:00-02:00,Night,Porur Junction,Regular Day,69,50,13,11,11,154,158.3,26.4,32.1,Free Flow
2024-04-18,Thursday,Weekday,April,2,02:00-03:00,Night,Porur Junction,Regular Day,46,37,8,7,8,106,109.8,30.0,14.9,Free Flow
2024-04-18,Thursday,Weekday,April,3,03:00-04:00,Night,Porur Junction,Regular Day,66,55,14,7,10,152,147.4,30.1,15.1,Free Flow
2024-04-18,Thursday,Weekday,April,4,04:00-05:00,Night,Porur Junction,Regular Day,22,16,4,3,4,49,50.4,32.5,22.4,Free Flow
2024-04-18,Thursday,Weekday,April,5,05:00-06:00,Night,Porur Junction,Regular Day,64,52,13,12,12,153,163.8,29.3,22.0,Free Flow
2024-04-18,Thursday,Weekday,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,111,87,20,22,17,257,271.5,35.4,29.5,Free Flow
2024-04-18,Thursday,Weekday,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,298,276,45,61,15,695,680.0,21.4,80.1,Heavy
2024-04-18,Thursday,Weekday,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,743,582,162,105,86,1678,1623.7,13.8,121.1,Severe
2024-04-18,Thursday,Weekday,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,614,504,103,82,60,1363,1298.8,16.5,120.8,Severe
2024-04-18,Thursday,Weekday,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,611,485,117,94,168,1475,1646.7,12.9,124.4,Severe
2024-04-18,Thursday,Weekday,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,323,282,52,50,63,770,813.7,21.9,93.0,Heavy
2024-04-18,Thursday,Weekday,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,303,236,47,46,32,664,649.7,23.1,56.8,Moderate
2024-04-18,Thursday,Weekday,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,276,243,48,42,41,650,658.8,25.4,92.0,Moderate
2024-04-18,Thursday,Weekday,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,320,255,59,42,36,712,684.4,24.1,84.1,Moderate
2024-04-18,Thursday,Weekday,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,276,224,56,36,94,686,785.6,25.3,70.3,Moderate
2024-04-18,Thursday,Weekday,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,347,251,59,67,35,759,765.9,23.2,66.5,Heavy
2024-04-18,Thursday,Weekday,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,693,583,151,120,131,1678,1773.1,12.3,153.9,Severe
2024-04-18,Thursday,Weekday,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,719,654,103,136,46,1658,1621.3,14.2,180.9,Severe
2024-04-18,Thursday,Weekday,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,595,474,135,108,165,1477,1671.5,15.0,153.8,Severe
2024-04-18,Thursday,Weekday,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,671,585,116,107,50,1529,1461.1,11.5,173.2,Severe
2024-04-18,Thursday,Weekday,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,175,154,38,26,3,396,351.3,21.2,51.4,Light
2024-04-18,Thursday,Weekday,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,141,121,29,20,38,349,382.9,31.1,21.9,Light
2024-04-18,Thursday,Weekday,April,23,23:00-24:00,Night,Porur Junction,Regular Day,25,23,4,4,1,57,52.9,31.1,32.9,Free Flow
2024-04-19,Friday,Weekday,April,0,00:00-01:00,Night,Porur Junction,Regular Day,41,37,6,6,3,93,88.1,29.1,18.2,Free Flow
2024-04-19,Friday,Weekday,April,1,01:00-02:00,Night,Porur Junction,Regular Day,72,58,16,11,8,165,160.6,35.0,17.5,Free Flow
2024-04-19,Friday,Weekday,April,2,02:00-03:00,Night,Porur Junction,Regular Day,27,21,5,5,3,61,61.5,29.1,23.2,Free Flow
2024-04-19,Friday,Weekday,April,3,03:00-04:00,Night,Porur Junction,Regular Day,10,8,1,1,1,21,19.6,35.2,31.8,Free Flow
2024-04-19,Friday,Weekday,April,4,04:00-05:00,Night,Porur Junction,Regular Day,52,42,10,7,7,118,116.0,29.2,19.6,Free Flow
2024-04-19,Friday,Weekday,April,5,05:00-06:00,Night,Porur Junction,Regular Day,43,36,7,8,3,97,94.7,28.8,24.6,Free Flow
2024-04-19,Friday,Weekday,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,154,142,32,29,22,379,391.2,31.2,30.5,Light
2024-04-19,Friday,Weekday,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,258,219,45,33,52,607,630.0,22.0,88.4,Moderate
2024-04-19,Friday,Weekday,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,608,534,114,73,123,1452,1494.4,13.9,113.4,Severe
2024-04-19,Friday,Weekday,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,725,650,111,113,30,1629,1508.1,16.9,148.2,Severe
2024-04-19,Friday,Weekday,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,736,659,129,115,57,1696,1620.4,15.4,153.4,Severe
2024-04-19,Friday,Weekday,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,263,209,55,45,8,580,532.5,25.5,65.6,Moderate
2024-04-19,Friday,Weekday,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,356,339,66,53,56,870,883.6,19.1,88.1,Severe
2024-04-19,Friday,Weekday,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,285,237,50,45,37,654,655.5,21.0,81.4,Moderate
2024-04-19,Friday,Weekday,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,328,268,75,73,67,811,897.0,18.4,83.5,Severe
2024-04-19,Friday,Weekday,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,296,251,58,51,6,662,604.8,19.1,79.7,Moderate
2024-04-19,Friday,Weekday,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,334,292,62,58,87,833,931.2,23.1,83.4,Severe
2024-04-19,Friday,Weekday,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,501,396,102,66,129,1194,1292.7,12.2,146.2,Severe
2024-04-19,Friday,Weekday,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,663,543,104,110,197,1617,1857.9,16.3,136.0,Severe
2024-04-19,Friday,Weekday,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,584,489,105,77,90,1345,1345.0,10.5,149.2,Severe
2024-04-19,Friday,Weekday,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,683,640,103,80,96,1602,1571.3,13.2,164.4,Severe
2024-04-19,Friday,Weekday,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,285,209,42,39,74,649,715.7,20.6,68.3,Moderate
2024-04-19,Friday,Weekday,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,180,158,36,34,4,412,383.6,31.4,34.4,Light
2024-04-19,Friday,Weekday,April,23,23:00-24:00,Night,Porur Junction,Regular Day,58,43,12,10,10,133,139.2,28.2,26.5,Free Flow
2024-04-20,Saturday,Weekend,April,0,00:00-01:00,Night,Porur Junction,Regular Day,76,65,16,11,1,169,148.6,29.7,33.4,Free Flow
2024-04-20,Saturday,Weekend,April,1,01:00-02:00,Night,Porur Junction,Regular Day,50,39,8,7,3,107,98.8,32.8,13.6,Free Flow
2024-04-20,Saturday,Weekend,April,2,02:00-03:00,Night,Porur Junction,Regular Day,16,12,2,2,4,36,39.2,31.8,19.0,Free Flow
2024-04-20,Saturday,Weekend,April,3,03:00-04:00,Night,Porur Junction,Regular Day,20,18,4,3,3,48,48.4,33.6,29.2,Free Flow
2024-04-20,Saturday,Weekend,April,4,04:00-05:00,Night,Porur Junction,Regular Day,23,20,3,3,2,51,48.3,34.5,18.0,Free Flow
2024-04-20,Saturday,Weekend,April,5,05:00-06:00,Night,Porur Junction,Regular Day,26,24,5,5,0,60,55.0,28.2,26.3,Free Flow
2024-04-20,Saturday,Weekend,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,143,125,21,21,39,349,389.1,34.1,13.5,Light
2024-04-20,Saturday,Weekend,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,194,187,44,27,24,476,463.4,18.5,76.8,Light
2024-04-20,Saturday,Weekend,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,351,321,72,55,49,848,851.7,12.6,142.8,Severe
2024-04-20,Saturday,Weekend,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,345,262,54,46,106,813,922.9,16.7,115.9,Heavy
2024-04-20,Saturday,Weekend,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,418,350,67,57,27,919,851.2,18.6,133.2,Severe
2024-04-20,Saturday,Weekend,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,281,231,47,44,8,611,555.7,25.4,61.9,Moderate
2024-04-20,Saturday,Weekend,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,330,304,59,55,46,794,807.4,25.4,91.9,Heavy
2024-04-20,Saturday,Weekend,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,269,214,39,39,51,612,641.9,19.7,69.0,Moderate
2024-04-20,Saturday,Weekend,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,337,257,56,40,106,796,897.1,23.0,65.7,Severe
2024-04-20,Saturday,Weekend,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,252,223,56,34,43,608,613.6,18.4,56.9,Moderate
2024-04-20,Saturday,Weekend,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,242,186,39,49,64,580,669.4,24.3,64.3,Moderate
2024-04-20,Saturday,Weekend,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,387,341,85,57,43,913,885.5,15.7,153.9,Severe
2024-04-20,Saturday,Weekend,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,482,432,80,75,64,1133,1138.0,13.9,173.6,Severe
2024-04-20,Saturday,Weekend,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,376,283,58,65,55,837,865.8,14.4,125.8,Severe
2024-04-20,Saturday,Weekend,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,541,445,133,85,133,1337,1449.3,13.8,174.3,Severe
2024-04-20,Saturday,Weekend,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,261,211,48,39,61,620,670.3,24.6,90.4,Moderate
2024-04-20,Saturday,Weekend,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,118,87,26,14,23,268,272.6,33.2,18.9,Free Flow
2024-04-20,Saturday,Weekend,April,23,23:00-24:00,Night,Porur Junction,Regular Day,26,22,5,4,4,61,62.0,37.2,19.3,Free Flow
2024-04-21,Sunday,Weekend,April,0,00:00-01:00,Night,Porur Junction,Regular Day,73,60,15,12,1,161,144.5,36.1,32.5,Free Flow
2024-04-21,Sunday,Weekend,April,1,01:00-02:00,Night,Porur Junction,Regular Day,32,31,5,5,2,75,71.0,34.7,16.4,Free Flow
2024-04-21,Sunday,Weekend,April,2,02:00-03:00,Night,Porur Junction,Regular Day,66,50,11,12,9,148,152.6,27.6,10.0,Free Flow
2024-04-21,Sunday,Weekend,April,3,03:00-04:00,Night,Porur Junction,Regular Day,59,48,9,11,18,145,169.9,34.4,16.7,Free Flow
2024-04-21,Sunday,Weekend,April,4,04:00-05:00,Night,Porur Junction,Regular Day,61,52,10,10,11,144,151.5,30.7,13.6,Free Flow
2024-04-21,Sunday,Weekend,April,5,05:00-06:00,Night,Porur Junction,Regular Day,53,40,8,7,8,116,116.3,32.3,13.3,Free Flow
2024-04-21,Sunday,Weekend,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,132,126,21,20,24,323,336.6,27.8,24.0,Free Flow
2024-04-21,Sunday,Weekend,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,199,179,31,28,58,495,555.1,18.5,76.7,Light
2024-04-21,Sunday,Weekend,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,386,337,69,72,20,884,847.4,14.3,125.5,Severe
2024-04-21,Sunday,Weekend,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,266,260,45,36,43,650,657.0,13.7,107.0,Moderate
2024-04-21,Sunday,Weekend,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,363,315,57,58,8,801,728.7,12.5,144.6,Heavy
2024-04-21,Sunday,Weekend,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,327,280,67,41,98,813,900.7,22.4,91.3,Severe
2024-04-21,Sunday,Weekend,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,351,284,58,49,67,809,842.3,24.8,72.5,Severe
2024-04-21,Sunday,Weekend,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,257,207,57,48,22,591,579.7,20.7,86.7,Moderate
2024-04-21,Sunday,Weekend,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,264,209,46,48,21,588,575.6,21.1,81.1,Moderate
2024-04-21,Sunday,Weekend,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,288,218,47,56,50,659,708.2,24.9,82.9,Moderate
2024-04-21,Sunday,Weekend,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,264,208,55,36,35,598,586.0,18.2,60.7,Moderate
2024-04-21,Sunday,Weekend,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,455,351,83,78,92,1059,1138.3,13.1,162.2,Severe
2024-04-21,Sunday,Weekend,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,548,457,122,113,68,1308,1347.2,11.0,178.0,Severe
2024-04-21,Sunday,Weekend,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,424,340,81,66,58,969,972.6,12.2,181.3,Severe
2024-04-21,Sunday,Weekend,April,20,20:00-21:00,Evening Peak,Porur Junction,Regular Day,439,366,65,66,51,987,975.5,16.9,178.9,Severe
2024-04-21,Sunday,Weekend,April,21,21:00-22:00,Shoulder Hour,Porur Junction,Regular Day,229,171,47,27,37,511,505.7,19.0,74.9,Light
2024-04-21,Sunday,Weekend,April,22,22:00-23:00,Off-Peak,Porur Junction,Regular Day,133,123,28,17,12,313,293.3,33.3,17.9,Free Flow
2024-04-21,Sunday,Weekend,April,23,23:00-24:00,Night,Porur Junction,Regular Day,28,27,6,4,3,68,65.6,26.8,29.8,Free Flow
2024-04-22,Monday,Weekday,April,0,00:00-01:00,Night,Porur Junction,Regular Day,25,21,4,5,4,59,62.9,35.1,34.7,Free Flow
2024-04-22,Monday,Weekday,April,1,01:00-02:00,Night,Porur Junction,Regular Day,21,19,4,3,0,47,40.9,31.8,33.4,Free Flow
2024-04-22,Monday,Weekday,April,2,02:00-03:00,Night,Porur Junction,Regular Day,47,42,9,5,6,109,103.9,30.7,34.5,Free Flow
2024-04-22,Monday,Weekday,April,3,03:00-04:00,Night,Porur Junction,Regular Day,16,12,3,2,3,36,36.8,28.3,34.9,Free Flow
2024-04-22,Monday,Weekday,April,4,04:00-05:00,Night,Porur Junction,Regular Day,14,11,3,3,2,33,34.8,36.4,12.6,Free Flow
2024-04-22,Monday,Weekday,April,5,05:00-06:00,Night,Porur Junction,Regular Day,61,56,12,12,2,143,135.7,29.5,32.2,Free Flow
2024-04-22,Monday,Weekday,April,6,06:00-07:00,Off-Peak,Porur Junction,Regular Day,104,92,19,21,5,241,233.4,28.7,32.4,Free Flow
2024-04-22,Monday,Weekday,April,7,07:00-08:00,Shoulder Hour,Porur Junction,Regular Day,220,184,37,26,35,502,499.2,21.6,60.8,Light
2024-04-22,Monday,Weekday,April,8,08:00-09:00,Morning Peak,Porur Junction,Regular Day,576,546,86,88,96,1392,1437.6,16.8,138.3,Severe
2024-04-22,Monday,Weekday,April,9,09:00-10:00,Morning Peak,Porur Junction,Regular Day,660,543,108,115,146,1572,1720.8,18.7,113.7,Severe
2024-04-22,Monday,Weekday,April,10,10:00-11:00,Morning Peak,Porur Junction,Regular Day,574,440,95,69,132,1310,1387.0,15.8,155.8,Severe
2024-04-22,Monday,Weekday,April,11,11:00-12:00,Midday,Porur Junction,Regular Day,331,260,60,50,103,804,920.5,21.2,94.7,Heavy
2024-04-22,Monday,Weekday,April,12,12:00-13:00,Midday,Porur Junction,Regular Day,330,268,59,58,99,814,939.4,23.9,64.9,Heavy
2024-04-22,Monday,Weekday,April,13,13:00-14:00,Midday,Porur Junction,Regular Day,324,259,56,59,38,736,745.6,20.3,73.7,Heavy
2024-04-22,Monday,Weekday,April,14,14:00-15:00,Midday,Porur Junction,Regular Day,362,286,58,51,66,823,852.8,20.7,73.9,Heavy
2024-04-22,Monday,Weekday,April,15,15:00-16:00,Midday,Porur Junction,Regular Day,418,337,97,78,92,1022,1114.2,20.5,91.5,Severe
2024-04-22,Monday,Weekday,April,16,16:00-17:00,Midday,Porur Junction,Regular Day,355,264,51,48,91,809,889.1,24.6,95.5,Heavy
2024-04-22,Monday,Weekday,April,17,17:00-18:00,Evening Peak,Porur Junction,Regular Day,687,554,147,100,124,1612,1657.7,13.9,186.1,Severe
2024-04-22,Monday,Weekday,April,18,18:00-19:00,Evening Peak,Porur Junction,Regular Day,560,443,91,96,159,1349,1542.6,12.3,179.1,Severe
2024-04-22,Monday,Weekday,April,19,19:00-20:00,Evening Peak,Porur Junction,Regular Day,684,579,144,125,153,1685,1841.4,13.5,151.6,Severe
